PrincipalDiagnosis,Sex,25th Percentile,50th Percentile,75th Percentile,Maximum,AverageCharge
N02.3,M,7681.387460066244,7681.387460066244,7681.387460066244,7681.387460066244,7681.387460066244
N02.5,M,6893.395445798848,6893.395445798848,6893.395445798848,6893.395445798848,6893.395445798848
N02.7,F,10890.435517201655,10890.435517201655,10890.435517201655,10890.435517201655,10890.435517201655
N02.7,M,7591.853496942525,8401.3199697863,9210.786442630077,10020.252915473851,8401.3199697863
N02.8,F,9176.081042624297,9176.081042624297,9176.081042624297,9176.081042624297,9176.081042624297
N02.8,M,6539.130873364694,6539.130873364694,6539.130873364694,6539.130873364694,6539.130873364694
N02.9,F,8083.428378818732,8083.428378818732,8083.428378818732,8083.428378818732,8083.428378818732
N02.9,M,5739.038701049607,5739.038701049607,5739.038701049607,5739.038701049607,5739.038701049607
N03.1,F,6838.570126069893,8048.889302155851,8109.405007416028,8169.920712676205,7282.353654938664
N03.2,M,8205.107514294448,8205.107514294448,8205.107514294448,8205.107514294448,8205.107514294448
N03.3,F,6891.83493303392,6891.83493303392,6891.83493303392,6891.83493303392,6891.83493303392
N03.4,F,7465.980286558749,7650.943297120932,8187.891598961949,8724.839900802966,7885.6001579734875
N03.4,M,9923.354672632078,9923.354672632078,9923.354672632078,9923.354672632078,9923.354672632078
N03.5,F,7058.093031795988,7248.088958440217,7438.084885084445,7628.080811728674,7248.088958440217
N03.6,M,9631.325318986377,9631.325318986377,9631.325318986377,9631.325318986377,9631.325318986377
N03.7,F,6024.694743655865,6576.328924652493,7127.96310564912,7679.597286645747,6576.328924652493
N03.7,M,6425.08631284875,6425.08631284875,6425.08631284875,6425.08631284875,6425.08631284875
N03.8,M,8460.076230369912,8642.754692958863,8825.433155547813,9008.111618136762,8642.754692958863
N03.9,M,6065.00369049194,6065.00369049194,6065.00369049194,6065.00369049194,6065.00369049194
N04.0,F,8112.359303012742,8112.359303012742,8112.359303012742,8112.359303012742,8112.359303012742
N04.0,M,6070.81216662827,6070.81216662827,6070.81216662827,6070.81216662827,6070.81216662827
N04.5,F,7970.221326539258,9068.094035131655,10165.966743724053,11263.83945231645,9068.094035131655
N04.5,M,11064.113045973838,11064.113045973838,11064.113045973838,11064.113045973838,11064.113045973838
N04.6,M,8250.951131724796,8250.951131724796,8250.951131724796,8250.951131724796,8250.951131724796
N04.7,M,6259.121532120431,6259.121532120431,6259.121532120431,6259.121532120431,6259.121532120431
N05.1,M,8443.448898020195,8443.448898020195,8443.448898020195,8443.448898020195,8443.448898020195
N05.3,F,8135.376121075544,8135.376121075544,8135.376121075544,8135.376121075544,8135.376121075544
N05.4,F,6710.4120674760725,6710.4120674760725,6710.4120674760725,6710.4120674760725,6710.4120674760725
N05.4,M,7217.548998567937,7217.548998567937,7217.548998567937,7217.548998567937,7217.548998567937
N05.5,F,7938.446273653997,7938.446273653997,7938.446273653997,7938.446273653997,7938.446273653997
N05.7,F,6852.585878171891,6922.414554998879,6992.243231825866,7062.071908652853,6922.414554998879
N05.8,F,6921.354817784244,7571.246306229384,8726.569124560518,9881.891942891652,7908.20052615338
N05.9,F,6698.63608658062,6698.63608658062,6698.63608658062,6698.63608658062,6698.63608658062
N05.9,M,6063.272742610947,6063.272742610947,6063.272742610947,6063.272742610947,6063.272742610947
N06.0,M,8517.952445950183,8517.952445950183,8517.952445950183,8517.952445950183,8517.952445950183
N06.1,F,7401.79276398868,7401.79276398868,7401.79276398868,7401.79276398868,7401.79276398868
N06.2,F,10506.10944889101,10506.10944889101,10506.10944889101,10506.10944889101,10506.10944889101
N06.3,M,8784.887545410707,8784.887545410707,8784.887545410707,8784.887545410707,8784.887545410707
N06.4,M,9588.534802116494,9588.534802116494,9588.534802116494,9588.534802116494,9588.534802116494
N06.5,F,7557.857200426023,7557.857200426023,7557.857200426023,7557.857200426023,7557.857200426023
N06.6,F,9034.909254536748,9034.909254536748,9034.909254536748,9034.909254536748,9034.909254536748
N06.7,F,5798.490644214064,5798.490644214064,5798.490644214064,5798.490644214064,5798.490644214064
N06.7,M,7993.531446581724,7993.531446581724,7993.531446581724,7993.531446581724,7993.531446581724
N06.8,M,6704.133087630459,6796.328285308582,6888.523482986704,6980.718680664826,6796.328285308582
N06.9,F,6729.636802776889,7224.442715542346,7719.248628307803,8214.054541073261,7224.442715542346
N06.9,M,6174.547014519181,6174.547014519181,6174.547014519181,6174.547014519181,6174.547014519181
N07.0,M,6779.214966885519,6779.214966885519,6779.214966885519,6779.214966885519,6779.214966885519
N07.1,F,7081.42451315009,7081.42451315009,7081.42451315009,7081.42451315009,7081.42451315009
N07.1,M,8259.698998593154,8259.698998593154,8259.698998593154,8259.698998593154,8259.698998593154
N07.4,M,6130.905185996489,6130.905185996489,6130.905185996489,6130.905185996489,6130.905185996489
N07.6,F,7823.535011645357,7823.535011645357,7823.535011645357,7823.535011645357,7823.535011645357
N07.6,M,6721.943648637141,6721.943648637141,6721.943648637141,6721.943648637141,6721.943648637141
N07.7,F,4565.805025821084,4565.805025821084,4565.805025821084,4565.805025821084,4565.805025821084
N07.7,M,5815.871698508058,6163.370084676901,6799.862517596068,7436.354950515235,6356.0327825104505
N07.8,M,7852.824419344493,7852.824419344493,7852.824419344493,7852.824419344493,7852.824419344493
N08.0,M,8414.57577140673,8414.57577140673,8414.57577140673,8414.57577140673,8414.57577140673
N08.1,F,5957.976274598754,5957.976274598754,5957.976274598754,5957.976274598754,5957.976274598754
N08.2,F,7541.1092487229935,7801.49415465289,8061.879060582786,8322.263966512683,7801.49415465289
N08.3,M,8470.992339122966,8470.992339122966,8470.992339122966,8470.992339122966,8470.992339122966
N08.7,F,8324.229833022908,8324.229833022908,8324.229833022908,8324.229833022908,8324.229833022908
N08.7,M,8859.111147291609,8859.111147291609,8859.111147291609,8859.111147291609,8859.111147291609
N08.8,F,7078.982399008013,7078.982399008013,7078.982399008013,7078.982399008013,7078.982399008013
N08.8,M,6584.7829921631,6584.7829921631,6584.7829921631,6584.7829921631,6584.7829921631
N09.0,M,7092.523357974791,7092.523357974791,7092.523357974791,7092.523357974791,7092.523357974791
N09.2,F,9061.146242561841,9061.146242561841,9061.146242561841,9061.146242561841,9061.146242561841
N09.2,M,6103.5028908851145,6285.4579217432,6467.412952601287,6649.367983459372,6285.4579217432
N09.3,F,7310.354784206191,7310.354784206191,7310.354784206191,7310.354784206191,7310.354784206191
N09.3,M,6424.409143628056,6424.409143628056,6424.409143628056,6424.409143628056,6424.409143628056
N09.5,F,8595.306573567004,8595.306573567004,8595.306573567004,8595.306573567004,8595.306573567004
N09.6,F,7555.473586279807,7645.688957762717,7735.904329245627,7826.119700728537,7645.688957762717
N09.7,M,6489.581534334542,6957.086739760496,7424.59194518645,7892.097150612404,6957.086739760496
N10.0,F,6590.510236693752,6590.510236693752,6590.510236693752,6590.510236693752,6590.510236693752
N10.0,M,6766.834253162622,6956.6728535607035,7088.224369002993,7316.09595409593,6898.385768604912
N10.1,F,6454.900682504662,6454.900682504662,6454.900682504662,6454.900682504662,6454.900682504662
N10.2,F,7528.18227748402,8408.697646422017,9289.213015360014,10169.72838429801,8408.697646422017
N10.3,F,5478.884731833283,5478.884731833283,5478.884731833283,5478.884731833283,5478.884731833283
N10.3,M,7033.605279906209,8212.385367726733,9391.165455547258,10569.945543367783,8212.385367726733
N10.4,F,9015.096382155745,9015.096382155745,9015.096382155745,9015.096382155745,9015.096382155745
N10.4,M,6478.885404697331,6701.7390277069735,6924.592650716615,7147.4462737262575,6701.7390277069735
N10.6,F,8297.441568711756,8297.441568711756,8297.441568711756,8297.441568711756,8297.441568711756
N10.6,M,8886.521869577287,8886.521869577287,8886.521869577287,8886.521869577287,8886.521869577287
N10.7,M,9152.090642266014,9152.090642266014,9152.090642266014,9152.090642266014,9152.090642266014
N10.8,F,8206.79212062431,8206.79212062431,8206.79212062431,8206.79212062431,8206.79212062431
N10.8,M,8868.164826651187,9132.651511952847,9397.138197254506,9661.624882556167,9132.651511952847
N10.9,M,8142.689732550862,8142.689732550862,8142.689732550862,8142.689732550862,8142.689732550862
N11.1,M,8406.276560847633,8406.276560847633,8406.276560847633,8406.276560847633,8406.276560847633
N11.4,F,7341.588813449329,7341.588813449329,7341.588813449329,7341.588813449329,7341.588813449329
N11.5,F,6082.06620107583,6082.06620107583,6082.06620107583,6082.06620107583,6082.06620107583
N11.6,F,6219.364352720506,6230.968596486791,6242.572840253076,6254.17708401936,6230.968596486791
N11.6,M,6514.259391400254,6514.259391400254,6514.259391400254,6514.259391400254,6514.259391400254
N11.7,F,8330.784484699958,9195.981884012986,10061.179283326015,10926.376682639044,9195.981884012986
N11.8,F,7598.632419584552,7598.632419584552,7598.632419584552,7598.632419584552,7598.632419584552
N11.8,M,8458.509851951814,8458.509851951814,8458.509851951814,8458.509851951814,8458.509851951814
N11.9,F,7741.560987859972,7741.560987859972,7741.560987859972,7741.560987859972,7741.560987859972
N12.2,F,7023.614793307632,7023.614793307632,7023.614793307632,7023.614793307632,7023.614793307632
N12.2,M,8712.804676916494,8712.804676916494,8712.804676916494,8712.804676916494,8712.804676916494
N12.3,M,6972.232929003412,6972.232929003412,6972.232929003412,6972.232929003412,6972.232929003412
N12.4,F,8321.89824095952,8382.042440170222,8688.549323615589,8995.056207060956,8546.284229659997
N12.5,F,7095.116578592114,7095.116578592114,7095.116578592114,7095.116578592114,7095.116578592114
N12.6,F,6067.823723761525,6233.498258041124,6399.172792320724,6564.847326600322,6233.498258041124
N12.8,F,8566.344674276308,8566.344674276308,8566.344674276308,8566.344674276308,8566.344674276308
N13.0,F,6296.117840147604,6296.117840147604,6296.117840147604,6296.117840147604,6296.117840147604
N13.1,F,7775.376138308733,7775.376138308733,7775.376138308733,7775.376138308733,7775.376138308733
N13.3,F,7124.228433343502,7124.228433343502,7124.228433343502,7124.228433343502,7124.228433343502
N13.3,M,7803.32352828301,8058.328129854317,8313.332731425624,8568.33733299693,8058.328129854317
N13.4,F,9531.310003206829,9661.4751215281,9791.64023984937,9921.80535817064,9661.4751215281
N13.6,F,6763.268418475554,7019.144290649359,7275.020162823165,7530.89603499697,7019.144290649359
N13.6,M,8303.594840568354,8303.594840568354,8303.594840568354,8303.594840568354,8303.594840568354
N13.7,M,6460.46570032644,6460.46570032644,6460.46570032644,6460.46570032644,6460.46570032644
N13.8,F,5860.635355944597,5860.635355944597,5860.635355944597,5860.635355944597,5860.635355944597
N13.9,M,9046.172755128897,9046.172755128897,9046.172755128897,9046.172755128897,9046.172755128897
N14.1,F,6462.65261616419,6462.65261616419,6462.65261616419,6462.65261616419,6462.65261616419
N14.2,M,6107.4281538775695,6107.4281538775695,6107.4281538775695,6107.4281538775695,6107.4281538775695
N14.3,F,7285.06031398423,7285.06031398423,7285.06031398423,7285.06031398423,7285.06031398423
N14.3,M,7001.659946089963,7001.659946089963,7001.659946089963,7001.659946089963,7001.659946089963
N14.4,F,6905.176709205787,6905.176709205787,6905.176709205787,6905.176709205787,6905.176709205787
N14.4,M,7476.853060318202,7476.853060318202,7476.853060318202,7476.853060318202,7476.853060318202
N14.5,F,8076.898546232931,8076.898546232931,8076.898546232931,8076.898546232931,8076.898546232931
N14.5,M,5812.083308733492,5812.083308733492,5812.083308733492,5812.083308733492,5812.083308733492
N14.6,F,5048.797148722815,5048.797148722815,5048.797148722815,5048.797148722815,5048.797148722815
N14.7,F,7017.573953718918,7017.573953718918,7017.573953718918,7017.573953718918,7017.573953718918
N14.9,F,5498.454825519898,5498.454825519898,5498.454825519898,5498.454825519898,5498.454825519898
N15.0,F,6244.0301072400125,6244.0301072400125,6244.0301072400125,6244.0301072400125,6244.0301072400125
N15.1,M,8600.577607692088,8600.577607692088,8600.577607692088,8600.577607692088,8600.577607692088
N15.3,M,7197.439430303964,7511.0040040185095,8187.115553271815,8863.22710252512,7752.701987711017
N15.4,F,11235.596437869346,11235.596437869346,11235.596437869346,11235.596437869346,11235.596437869346
N15.6,F,8687.230762247427,9105.776266022538,9524.32176979765,9942.867273572761,9105.776266022538
N15.6,M,6021.310467672024,6375.305918286515,6727.850603720348,7080.39528915418,6374.3387414994095
N15.7,F,6843.830740715781,7804.254010177032,8483.249098331242,9162.244186485454,7616.635222639005
N15.7,M,8388.01756600268,8388.01756600268,8388.01756600268,8388.01756600268,8388.01756600268
N15.9,F,6549.334696694423,6549.334696694423,6549.334696694423,6549.334696694423,6549.334696694423
N15.9,M,8303.576169199718,8303.576169199718,8303.576169199718,8303.576169199718,8303.576169199718
N16.3,F,8143.445864537787,8143.445864537787,8143.445864537787,8143.445864537787,8143.445864537787
N16.3,M,6904.950357664826,6904.950357664826,6904.950357664826,6904.950357664826,6904.950357664826
N16.5,F,9566.583021878781,9566.583021878781,9566.583021878781,9566.583021878781,9566.583021878781
N16.6,F,9137.107445045342,9137.107445045342,9137.107445045342,9137.107445045342,9137.107445045342
N16.7,M,7154.916210965233,7154.916210965233,7154.916210965233,7154.916210965233,7154.916210965233
N16.8,F,6876.482068776922,7170.632100523777,7928.209467809378,9840.163285014842,7634.059436062524
N16.8,M,6561.087515698928,6561.087515698928,6561.087515698928,6561.087515698928,6561.087515698928
N17.0,F,7493.483709585755,7695.695028527812,7897.906347469869,8100.117666411925,7695.695028527812
N17.0,M,5983.494803466592,5983.494803466592,5983.494803466592,5983.494803466592,5983.494803466592
N17.1,F,7091.806971675795,7091.806971675795,7091.806971675795,7091.806971675795,7091.806971675795
N17.1,M,7938.605051731202,7938.605051731202,7938.605051731202,7938.605051731202,7938.605051731202
N17.2,F,7507.386241856962,7507.386241856962,7507.386241856962,7507.386241856962,7507.386241856962
N17.4,F,7009.003451791694,7583.316988824952,7981.976401262298,8380.635813699644,7466.2142390943445
N17.5,M,8021.4833697085905,8021.4833697085905,8021.4833697085905,8021.4833697085905,8021.4833697085905
N17.6,M,5224.191264256766,5224.191264256766,5224.191264256766,5224.191264256766,5224.191264256766
N17.7,F,8228.641399686316,8642.17853785366,9055.715676021005,9469.25281418835,8642.17853785366
N17.7,M,6542.997934671523,7153.7649340870885,7764.531933502653,8375.298932918218,7153.7649340870885
N17.8,F,6035.529967945729,6035.529967945729,6035.529967945729,6035.529967945729,6035.529967945729
N17.9,F,7066.971784467685,7066.971784467685,7066.971784467685,7066.971784467685,7066.971784467685
N17.9,M,8060.142391326595,8060.142391326595,8060.142391326595,8060.142391326595,8060.142391326595
N18.0,F,7058.340817923932,7113.781262143851,7169.221706363769,7224.6621505836865,7113.781262143851
N18.0,M,8454.529401635264,8454.529401635264,8454.529401635264,8454.529401635264,8454.529401635264
N18.1,F,8491.966894602036,8491.966894602036,8491.966894602036,8491.966894602036,8491.966894602036
N18.1,M,8006.056038535369,8381.351105572798,8462.968233379268,8544.585361185738,8185.565812752159
N18.4,F,7552.299781628908,7552.299781628908,7552.299781628908,7552.299781628908,7552.299781628908
N18.4,M,6411.425924110862,6411.425924110862,6411.425924110862,6411.425924110862,6411.425924110862
N18.7,F,7411.959561804657,7411.959561804657,7411.959561804657,7411.959561804657,7411.959561804657
N18.7,M,8942.310379984625,8956.406707860415,8970.503035736205,8984.599363611995,8956.406707860415
N18.8,F,8846.690873961727,8846.690873961727,8846.690873961727,8846.690873961727,8846.690873961727
N18.8,M,7372.696335773753,7548.413393195914,7724.130450618075,7899.847508040237,7548.413393195914
N19.0,M,6459.0717325604255,6720.432610234126,6981.793487907825,7243.154365581525,6720.432610234126
N19.2,M,7862.31243561254,8042.539585834491,8222.766736056441,8402.993886278393,8042.539585834491
N19.4,F,7013.034370493464,7013.034370493464,7013.034370493464,7013.034370493464,7013.034370493464
N19.4,M,11212.942462581539,11212.942462581539,11212.942462581539,11212.942462581539,11212.942462581539
